TSS_position,TSS_strand,TSS_reads,sigma_binding,found_motif, binding+motif,TU_ID,first_gene,genes
2458921,-,29,DS,N,,TU_Ecoli-2526,fadI,fadI;fadJ
2458964,-,201,DS,NH,,TU_Ecoli-2527,yfcZ,yfcZ
2459001,-,2080,DS,DNHF,D,TU_Ecoli-2528,yfcZ,yfcZ
2459167,-,18,DS,DSNHE,DS,TU_Ecoli-2529,yfcZ,yfcZ
2459227,+,35006,DS,DSNHFE,DS,TU_Ecoli-2530,fadL,fadL
2463106,-,11,D,DSNHFE,D,TU_Ecoli-2531,mlaA,mlaA
2463157,-,6521,D,DSNHFE,D,TU_Ecoli-2532,mlaA,mlaA
2463296,+,22,D,DSNHF,D,TU_Ecoli-2533,yfdC,yfdC
2463306,+,6,D,DSNHF,D,TU_Ecoli-2534,yfdC,yfdC
2464339,+,14,D,DS,D,TU_Ecoli-2535,intS,intS
2464345,+,10,D,SH,,TU_Ecoli-2536,intS,intS
2464353,+,13,D,SNH,,TU_Ecoli-2537,intS,intS
2468630,+,16,DS,DSN,DS,TU_Ecoli-2538,tfaS,tfaS
2468770,+,862,DS,DSN,DS,TU_Ecoli-2539,tfaS,tfaS
2474208,+,115,D,DSNFE,D,TU_Ecoli-2540,torI,torI
2488421,-,5,D,DSNHF,D,TU_Ecoli-2541,yfdV,yfdV;yfdE
2493336,-,6,DSE,DSNFE,DSE,TU_Ecoli-2542,yfdY,yfdY
2493356,-,10,DSE,DSNFE,DSE,TU_Ecoli-2543,yfdY,yfdY
2493515,+,334,DSE,DFE,DE,TU_Ecoli-2544,lpxP,lpxP
2493567,-,17,DSE,DSHF,DS,TU_Ecoli-2545,yfdY,yfdY
2493568,+,6,DSE,DSNH,DS,TU_Ecoli-2546,lpxP,lpxP
2494578,+,12,D,DHE,D,TU_Ecoli-2547,ypdK,ypdK
2494797,+,90,D,DSNHFE,D,TU_Ecoli-2548,ypdK,ypdK
2496279,+,12,DSF,F,F,TU_Ecoli-2549,ypdA,ypdA;ypdB
2496378,-,3952,DSF,DSNH,DS,TU_Ecoli-2550,yfdZ,yfdZ
2498991,+,9,D,DSNHFE,D,TU_Ecoli-2551,ypdC,ypdC
2499054,+,17,D,DSHFE,D,TU_Ecoli-2552,ypdC,ypdC
2507477,+,5,DS,DSHF,DS,TU_Ecoli-2553,yfeO,yfeO
2507650,+,25,DS,NHFE,,TU_Ecoli-2554,yfeO,yfeO
2507954,-,364,DS,DSHF,DS,TU_Ecoli-2555,glk,glk
2508848,+,15,DS,DSNF,DS,TU_Ecoli-2556,ypeC,ypeC
2508983,+,18,DS,DHFE,D,TU_Ecoli-2557,ypeC,ypeC
2510716,+,44,DS,DSNF,DS,TU_Ecoli-2558,nupC,nupC
2510875,-,157,DS,DSNHFE,DS,TU_Ecoli-2559,mntH,mntH
2510914,-,11,DS,DSNH,DS,TU_Ecoli-2560,mntH,mntH
2510956,+,15,DS,SE,S,TU_Ecoli-2561,nupC,nupC
2511031,+,68,DS,DSNHFE,DS,TU_Ecoli-2562,nupC,nupC
2512183,+,9,DH,DF,D,TU_Ecoli-2563,insL-3,insL-3
2515987,-,7,DSH,DSNHFE,DSH,TU_Ecoli-2564,yfeA,yfeA
2516429,+,23,DSH,DSNE,DS,TU_Ecoli-2565,yfeC,yfeC;yfeD
2516441,+,10,DSH,DSNFE,DS,TU_Ecoli-2566,yfeC,yfeC;yfeD
2516649,+,10,DSH,DSNH,DSH,TU_Ecoli-2567,yfeD,yfeD
2518752,-,33,DSH,DSNF,DS,TU_Ecoli-2568,gltX,gltX
2518777,-,26,DSH,DSHE,DSH,TU_Ecoli-2569,gltX,gltX
2518796,-,36,DSH,DSHF,DSH,TU_Ecoli-2570,gltX,gltX
2523394,-,14,D,DSNH,D,TU_Ecoli-2571,xapA,xapA;xapB
2524948,+,610,D,DSNHE,D,TU_Ecoli-2572,yfeH,yfeH
2529007,+,122,DSH,NF,,TU_Ecoli-2573,cysZ,cysZ
2529302,-,18,DSH,DSNHFE,DSH,TU_Ecoli-2574,zipA,zipA
2529446,+,44,DSH,DSHE,DSH,TU_Ecoli-2575,cysZ,cysZ
2529574,-,9,DSH,DSNFE,DS,TU_Ecoli-2576,zipA,zipA
2530112,+,131,D,DNHF,D,TU_Ecoli-2577,cysK,cysK
2530396,+,43,D,DSE,D,TU_Ecoli-2578,cysK,cysK
2531623,+,42,DN,DSNHF,DN,TU_Ecoli-2579,ptsH,ptsH;ptsI;crr
2531630,+,37594,DN,DSHF,D,TU_Ecoli-2580,ptsH,ptsH;ptsI;crr
2531717,+,36,DN,DSNHFE,DN,TU_Ecoli-2581,ptsH,ptsH;ptsI;crr
2531756,+,57,DN,DSNHFE,DN,TU_Ecoli-2582,ptsH,ptsH;ptsI;crr
2531788,+,84,DN,DSHFE,D,TU_Ecoli-2583,ptsI,ptsI;crr
2531795,+,8,DN,DSFE,D,TU_Ecoli-2584,ptsI,ptsI;crr
2533460,+,235,DSH,DSHFE,DSH,TU_Ecoli-2585,crr,crr
2533542,+,29,DSH,DSNE,DS,TU_Ecoli-2586,crr,crr
2533564,+,63,DSH,DSNHE,DSH,TU_Ecoli-2587,crr,crr
2533632,+,549,DSH,DSNFE,DS,TU_Ecoli-2588,crr,crr
2533756,+,54,DSH,NF,,TU_Ecoli-2589,crr,crr
2535092,+,14,DE,DSNE,DE,TU_Ecoli-2590,yfeK,yfeK
2535337,+,11,DE,NFE,E,TU_Ecoli-2591,yfeK,yfeK
2541580,-,12,D,DSNFE,D,TU_Ecoli-2592,cysP,cysP;cysU;cysW;cysA;cysM
2541838,-,13,D,H,,TU_Ecoli-2593,cysP,cysP;cysU;cysW;cysA;cysM
2542175,-,5,DS,NHF,,TU_Ecoli-2594,cysP,cysP;cysU;cysW;cysA;cysM
2542248,-,19,DS,DNFE,D,TU_Ecoli-2595,cysP,cysP;cysU;cysW;cysA;cysM
2542692,-,57,DS,DSH,DS,TU_Ecoli-2596,ucpA,ucpA
2548577,-,53,D,DSNFE,D,TU_Ecoli-2597,yfeX,yfeX
2548612,-,28,D,DFE,D,TU_Ecoli-2598,yfeX,yfeX
2549233,-,9,E,DNF,,TU_Ecoli-2599,yfeX,yfeX
2549432,-,9,E,DSNF,,TU_Ecoli-2600,yfeY,yfeY;yfeX
2549467,-,19,E,DSNF,,TU_Ecoli-2601,yfeY,yfeY;yfeX
2549739,-,7,E,DSNF,,TU_Ecoli-2602,yfeY,yfeY;yfeX
2550040,-,19,DS,DSNH,DS,TU_Ecoli-2603,yfeZ,yfeZ;yfeY;yfeX
2550301,+,55,DS,DSNFE,DS,TU_Ecoli-2604,amiA,amiA;hemF
2550324,-,51,DS,DSHFE,DS,TU_Ecoli-2605,ypeA,ypeA;yfeZ;yfeY;yfeX
2556832,-,628,D,DNHF,D,TU_Ecoli-2606,eutB,eutB;eutC;eutL;eutK;eutR
2562028,+,393,DSN,DSN,DSN,TU_Ecoli-2607,yffS,yffS
2562068,+,5,DSN,DSNH,DSN,TU_Ecoli-2608,yffS,yffS
2562087,+,5,DSN,DSNHFE,DSN,TU_Ecoli-2609,yffS,yffS
2562135,+,5,DSN,DNHFE,DN,TU_Ecoli-2610,yffS,yffS
2576387,+,27,DSH,DSNHE,DSH,TU_Ecoli-2611,talA,talA;tktB
2576427,-,26,DSH,DSNHF,DSH,TU_Ecoli-2612,maeB,maeB
2576520,-,657,DSH,DSHFE,DSH,TU_Ecoli-2613,maeB,maeB
2576814,-,86,DSH,DSNHFE,DSH,TU_Ecoli-2614,maeB,maeB
2576939,-,351,DSH,DSNF,DS,TU_Ecoli-2615,maeB,maeB
2580835,-,198,D,DNHF,D,TU_Ecoli-2616,ypfG,ypfG
2581523,-,7678,D,DSHFE,D,TU_Ecoli-2617,nudK,nudK
2583590,+,325,DH,DSHFE,DH,TU_Ecoli-2618,narQ,narQ
2583963,-,7,DH,DSNF,D,TU_Ecoli-2619,aegA,aegA
2585562,+,23,DS,DSNHFE,DS,TU_Ecoli-2620,acrD,acrD
2585564,+,23,DS,DSNHFE,DS,TU_Ecoli-2621,acrD,acrD
2585573,+,38,DS,DSNHF,DS,TU_Ecoli-2622,acrD,acrD
2588864,+,6,DS,DSNHFE,DS,TU_Ecoli-2623,yffB,yffB;dapE;ypfN
2588981,-,61,DS,DSFE,DS,TU_Ecoli-2624,ypfM,ypfM
2588992,-,33,DS,DSFE,DS,TU_Ecoli-2625,ypfM,ypfM
2589072,-,72,DS,DSNHE,DS,TU_Ecoli-2626,ypfM,ypfM
2589359,+,34,DS,SHF,S,TU_Ecoli-2627,dapE,dapE;ypfN
2589412,+,67,DS,DSNHF,DS,TU_Ecoli-2628,dapE,dapE;ypfN
2589427,+,31,DS,DSNFE,DS,TU_Ecoli-2629,dapE,dapE;ypfN
2590571,+,111,DS,DSNHF,DS,TU_Ecoli-2630,ypfN,ypfN
2590679,+,57,DS,DSNHFE,DS,TU_Ecoli-2631,ypfN,ypfN
2594763,-,186,DS,DSHF,DS,TU_Ecoli-2632,ypfJ,ypfJ;tmcA;ypfH
2594774,-,50,DS,DSHF,DS,TU_Ecoli-2633,ypfJ,ypfJ;tmcA;ypfH
2595803,-,288,D,DSNHF,D,TU_Ecoli-2634,purC,purC
2597016,-,10,DE,DNHFE,DE,TU_Ecoli-2635,bamC,bamC
2597255,-,24,DE,NHE,E,TU_Ecoli-2636,bamC,bamC
2597305,-,11,DE,SNHFE,E,TU_Ecoli-2637,bamC,bamC
2597505,-,12,DE,HE,E,TU_Ecoli-2638,bamC,bamC
2597518,-,19,DE,HFE,E,TU_Ecoli-2639,bamC,bamC
2597539,-,12,DE,NF,,TU_Ecoli-2640,bamC,bamC
2597586,-,39,DE,DNHF,D,TU_Ecoli-2641,bamC,bamC
2597806,-,374,DE,DSHF,D,TU_Ecoli-2642,dapA,dapA;bamC
2597829,+,17,DE,DSE,DE,TU_Ecoli-2643,gcvR,gcvR;bcp
2597901,+,1337,DE,DSNHFE,DE,TU_Ecoli-2644,gcvR,gcvR;bcp
2597919,+,9,DE,NHF,,TU_Ecoli-2645,gcvR,gcvR;bcp
2597931,+,7,DE,HFE,E,TU_Ecoli-2646,bcp,bcp
2597932,+,7,DE,HFE,E,TU_Ecoli-2647,bcp,bcp
2597939,+,23,DE,FE,E,TU_Ecoli-2648,bcp,bcp
2597947,+,23,DE,NHFE,E,TU_Ecoli-2649,bcp,bcp
2613842,+,23,DE,DSNFE,DE,TU_Ecoli-2650,yfgC,yfgC;yfgD
2613937,-,58,DE,DSNFE,DE,TU_Ecoli-2651,yfgO,yfgO
2614009,+,39,DE,DNHFE,DE,TU_Ecoli-2652,yfgC,yfgC;yfgD
2614048,+,36,DE,DSNHFE,DE,TU_Ecoli-2653,yfgC,yfgC;yfgD
2614095,-,97,DE,DSHE,DE,TU_Ecoli-2654,yfgO,yfgO
2618920,-,13,DS,DSNHE,DS,TU_Ecoli-2655,upp,upp
2618931,-,194,DS,DSNHF,DS,TU_Ecoli-2656,upp,upp
2619175,+,42,DS,DSNHFE,DS,TU_Ecoli-2657,purM,purM;purN
2620533,+,13,D,SNH,,TU_Ecoli-2658,ppk,ppk;ppx
2620643,+,12,D,DNF,D,TU_Ecoli-2659,ppk,ppk;ppx
2620785,+,27,D,FE,,TU_Ecoli-2660,ppk,ppk;ppx
2620830,+,12,D,SNFE,,TU_Ecoli-2661,ppk,ppk;ppx
2621001,+,15,D,DSHF,D,TU_Ecoli-2662,ppk,ppk;ppx
2621030,+,24,D,DSNHFE,D,TU_Ecoli-2663,ppk,ppk;ppx
2627036,-,6,DSNH,DSHFE,DSH,TU_Ecoli-2664,yfgF,yfgF
2627037,-,6,DSNH,DSHE,DSH,TU_Ecoli-2665,yfgF,yfgF
2627053,-,5,DSNH,DSNHFE,DSNH,TU_Ecoli-2666,yfgF,yfgF
2627274,+,8033,DSNH,DSNFE,DSN,TU_Ecoli-2667,yfgG,yfgG
2627319,+,17,DSNH,DFE,D,TU_Ecoli-2668,yfgH,yfgH;yfgI
2627339,+,7,DSNH,NFE,N,TU_Ecoli-2669,yfgH,yfgH;yfgI
2627346,-,5,DSNH,DH,DH,TU_Ecoli-2670,yfgF,yfgF
2627351,+,11,DSNH,DNFE,DN,TU_Ecoli-2671,yfgH,yfgH;yfgI
2627369,+,12,DSNH,HFE,H,TU_Ecoli-2672,yfgH,yfgH;yfgI
2627390,+,6,DSNH,DNH,DNH,TU_Ecoli-2673,yfgH,yfgH;yfgI
2632099,-,342,DS,DSH,DS,TU_Ecoli-2674,guaB,guaB;guaA
2632120,-,589,DS,DSHF,DS,TU_Ecoli-2675,guaB,guaB;guaA
2632129,-,1497,DS,DSNH,DS,TU_Ecoli-2676,guaB,guaB;guaA
2632219,+,895,DS,DSNHF,DS,TU_Ecoli-2677,xseA,xseA
2635665,-,2793,DS,DN,D,TU_Ecoli-2678,der,der
2635811,-,298,DS,SNH,S,TU_Ecoli-2679,der,der
2635874,-,2206,DS,DSNHFE,DS,TU_Ecoli-2680,der,der
2638663,-,17,D,DSNH,D,TU_Ecoli-2681,hisS,hisS;yfgM;bamB
2638706,-,10,D,FE,,TU_Ecoli-2682,hisS,hisS;yfgM;bamB
2638788,-,7,D,SNHF,,TU_Ecoli-2683,sroE,sroE;hisS;yfgM;bamB
2638974,-,27,D,S,,TU_Ecoli-2684,sroE,sroE;hisS;yfgM;bamB
2638981,-,13,D,S,,TU_Ecoli-2685,sroE,sroE;hisS;yfgM;bamB
2640343,-,9,DSN,F,,TU_Ecoli-2686,ispG,ispG
2640349,-,12,DSN,SNF,SN,TU_Ecoli-2687,ispG,ispG
2640367,-,35,DSN,DSF,DS,TU_Ecoli-2688,ispG,ispG
2640481,-,6,DSN,SNE,SN,TU_Ecoli-2689,ispG,ispG
2640937,-,43,DSN,DSHFE,DS,TU_Ecoli-2690,rodZ,rodZ;ispG
2640947,-,302,DSN,DSNHFE,DSN,TU_Ecoli-2691,rodZ,rodZ;ispG
2640954,-,308,DSN,DSNHFE,DSN,TU_Ecoli-2692,rodZ,rodZ;ispG
2641026,-,25,DSN,DNHFE,DN,TU_Ecoli-2693,rodZ,rodZ;ispG
2642392,-,100,D,DSNHFE,D,TU_Ecoli-2694,rlmN,rlmN
2642724,-,18,D,DSN,D,TU_Ecoli-2695,rlmN,rlmN
2642935,-,69,D,DSNE,D,TU_Ecoli-2696,ndk,ndk
2643234,-,8,D,DNHF,D,TU_Ecoli-2697,ndk,ndk
2650347,-,58,SH,DSNHFE,SH,TU_Ecoli-2698,yfhM,yfhM;pbpC
2650491,+,381,SH,DSNHFE,SH,TU_Ecoli-2699,sseA,sseA
2650511,+,6,SH,DSNHFE,SH,TU_Ecoli-2700,sseA,sseA
2651873,+,6,D,DSHFE,D,TU_Ecoli-2701,ryfA,ryfA
2654509,-,61,D,SF,,TU_Ecoli-2702,pepB,pepB;sseB
2654557,-,19,D,DN,D,TU_Ecoli-2703,pepB,pepB;sseB
2654749,-,232,D,DSNE,D,TU_Ecoli-2704,pepB,pepB;sseB
2654786,-,44,D,DSNHF,D,TU_Ecoli-2705,iscX,iscX
2654793,-,13,D,F,,TU_Ecoli-2706,iscX,iscX
2657104,-,6,D,DNFE,D,TU_Ecoli-2707,hscA,hscA;fdx;iscX
2657624,-,6,D,SNHFE,,TU_Ecoli-2708,hscB,hscB
2657638,-,46,D,NFE,,TU_Ecoli-2709,hscB,hscB
2657887,-,61,D,DSNFE,D,TU_Ecoli-2710,hscB,hscB
2657919,-,6,D,DSNE,D,TU_Ecoli-2711,iscA,iscA;hscB
2658146,-,6,D,DSNFE,D,TU_Ecoli-2712,iscA,iscA;hscB
2658438,-,41,D,DSNHF,D,TU_Ecoli-2713,iscU,iscU
2658458,-,55,D,DNE,D,TU_Ecoli-2714,iscU,iscU
2658655,-,27,D,DNHFE,D,TU_Ecoli-2715,iscU,iscU
2658694,-,27,D,DNHF,D,TU_Ecoli-2716,iscU,iscU
2660189,-,6,DH,DSNHFE,DH,TU_Ecoli-2717,iscR,iscR;iscS;iscU
2660221,-,535,DH,DSN,D,TU_Ecoli-2718,iscR,iscR;iscS;iscU
2660367,-,34,DH,DSNHE,DH,TU_Ecoli-2719,iscR,iscR;iscS;iscU
2661372,+,273,DS,DSNHFE,DS,TU_Ecoli-2720,suhB,suhB
2661428,+,142,DS,DSNHFE,DS,TU_Ecoli-2721,suhB,suhB
2661686,+,6,DS,SF,S,TU_Ecoli-2722,yfhR,yfhR
2661727,-,29,DS,DSF,DS,TU_Ecoli-2723,trmJ,trmJ
2663433,+,144,DS,DSHFE,DS,TU_Ecoli-2724,csiE,csiE
2665886,-,17,S,DSNHE,S,TU_Ecoli-2725,hcaT,hcaT
2666171,-,6,S,DSNH,S,TU_Ecoli-2726,hcaT,hcaT
2666877,+,111,D,DSNHF,D,TU_Ecoli-2727,hcaE,hcaE;hcaF;hcaC;hcaB;hcaD;yphA
2666989,-,6,D,DSNE,D,TU_Ecoli-2728,hcaR,hcaR;hcaT
2667587,-,20,D,N,,TU_Ecoli-2729,hcaR,hcaR;hcaT
2680770,-,27,H,DSNHE,H,TU_Ecoli-2730,yphG,yphG;yphF;yphE;yphD;yphC;yphB
2683297,+,21,DF,HF,F,TU_Ecoli-2731,hmp,hmp
2683543,-,16,DF,DSNFE,DF,TU_Ecoli-2732,glyA,glyA
2683552,-,49,DF,DSHFE,DF,TU_Ecoli-2733,glyA,glyA
2683593,-,591,DF,DSNHFE,DF,TU_Ecoli-2734,glyA,glyA
2685463,-,26,DS,DSNFE,DS,TU_Ecoli-2735,glnB,glnB
2685525,-,99,DS,DSNF,DS,TU_Ecoli-2736,glnB,glnB
2687366,-,45,D,DSNHFE,D,TU_Ecoli-2737,glrR,glrR
2687955,-,8,D,DSNHFE,D,TU_Ecoli-2738,yfhG,yfhG;glrR
2688076,-,191,D,DSHF,D,TU_Ecoli-2739,yfhG,yfhG;glrR
2689145,-,1288,DSN,DH,D,TU_Ecoli-2740,glrK,glrK
2689265,-,283,DSN,NF,N,TU_Ecoli-2741,glrK,glrK
2689362,-,10348,DSN,DSNHFE,DSN,TU_Ecoli-2742,glmY,glmY;glrK
2693611,-,124,D,DSNHF,D,TU_Ecoli-2743,purL,purL
2695903,-,11,D,DN,D,TU_Ecoli-2744,tadA,tadA
2696158,-,12,D,SNH,,TU_Ecoli-2745,tadA,tadA
2696305,-,26,DS,NHFE,,TU_Ecoli-2746,tadA,tadA
2696326,-,8,DS,DSNHFE,DS,TU_Ecoli-2747,tadA,tadA
2696433,-,5,DS,SNHF,S,TU_Ecoli-2748,tadA,tadA
2696494,-,10,DS,SNH,S,TU_Ecoli-2749,tadA,tadA
2696606,-,5,DS,DS,DS,TU_Ecoli-2750,yfhB,yfhB;tadA
2696614,-,12,DS,DSNH,DS,TU_Ecoli-2751,yfhB,yfhB;tadA
2696729,+,79,DS,DSNHFE,DS,TU_Ecoli-2752,yfhH,yfhH;yfhL
2697658,+,5,DS,DSNHF,DS,TU_Ecoli-2753,yfhL,yfhL
2698358,-,154,DS,DSNFE,DS,TU_Ecoli-2754,shoB,shoB
2698398,-,831,DS,DSNE,DS,TU_Ecoli-2755,shoB,shoB
2701901,-,9,DS,SHF,S,TU_Ecoli-2756,era,era;recO;pdxJ;acpS
2701926,-,16,DS,DSHF,DS,TU_Ecoli-2757,era,era;recO;pdxJ;acpS
2701955,-,197,DS,DSHF,DS,TU_Ecoli-2758,era,era;recO;pdxJ;acpS
2702030,-,62,DS,DSHF,DS,TU_Ecoli-2759,era,era;recO;pdxJ;acpS
2702123,-,568,DS,SNHE,S,TU_Ecoli-2760,rnc,rnc;era;recO;pdxJ;acpS
2702245,-,54,DS,DSHF,DS,TU_Ecoli-2761,rnc,rnc;era;recO;pdxJ;acpS
2702289,-,23,DS,DSN,DS,TU_Ecoli-2762,rnc,rnc;era;recO;pdxJ;acpS
2705146,-,10,DSH,DSNHF,DSH,TU_Ecoli-2763,lepA,lepA;lepB
2705517,-,125,DSH,DSHE,DSH,TU_Ecoli-2764,lepA,lepA;lepB
2707301,-,44,E,SNE,E,TU_Ecoli-2765,rseB,rseB;rseC
2707390,-,22,E,DNH,,TU_Ecoli-2766,rseB,rseB;rseC
2707544,-,22,E,SNHFE,E,TU_Ecoli-2767,rseA,rseA;rseB;rseC
2707654,-,126,E,DSHFE,E,TU_Ecoli-2768,rseA,rseA;rseB;rseC
2707784,-,82,DSE,DNHF,D,TU_Ecoli-2769,rseA,rseA;rseB;rseC
2708055,-,9,DSE,NF,,TU_Ecoli-2770,rpoE,rpoE
2708110,-,6,DSE,DSHE,DSE,TU_Ecoli-2771,rpoE,rpoE
2708187,-,373,DSE,DSNHE,DSE,TU_Ecoli-2772,rpoE,rpoE
2708204,+,15,DSE,DSNHFE,DSE,TU_Ecoli-2773,nadB,nadB
2708410,-,9,DSE,DSNHFE,DSE,TU_Ecoli-2774,rpoE,rpoE
2708414,+,37,DSE,DSNHE,DSE,TU_Ecoli-2775,nadB,nadB
2710823,-,56,DS,DSNHE,DS,TU_Ecoli-2776,yfiC,yfiC
2710900,+,199,DS,DSNHFE,DS,TU_Ecoli-2777,srmB,srmB
2714543,-,525,DSH,DSNF,DS,TU_Ecoli-2778,yfiD,yfiD
2714752,+,148,DSH,DSNF,DS,TU_Ecoli-2779,ung,ung
2715038,-,17,DSH,DSNHE,DSH,TU_Ecoli-2780,yfiD,yfiD
2716550,-,6,D,NF,,TU_Ecoli-2781,yfiF,yfiF
2716576,-,10,D,DSNHE,D,TU_Ecoli-2782,yfiF,yfiF
2716649,+,54,D,DSHFE,D,TU_Ecoli-2783,trxC,trxC
2716697,+,65,D,DNHFE,D,TU_Ecoli-2784,trxC,trxC
2716704,+,43,D,DSNHFE,D,TU_Ecoli-2785,trxC,trxC
2716732,+,63,D,NFE,,TU_Ecoli-2786,trxC,trxC
2716897,+,877,D,SFE,,TU_Ecoli-2787,yfiP,yfiP;yfiQ
2717065,-,28,D,DSH,D,TU_Ecoli-2788,yfiF,yfiF
2717083,+,21,D,DNHE,D,TU_Ecoli-2789,yfiP,yfiP;yfiQ
2720309,+,17653,DS,DSHF,DS,TU_Ecoli-2790,pssA,pssA
2723995,-,26,DS,DNF,D,TU_Ecoli-2791,kgtP,kgtP
2732226,-,257,DSH,DNHFE,DH,TU_Ecoli-2792,clpB,clpB
2732313,-,1132,DSH,DSNFE,DS,TU_Ecoli-2793,clpB,clpB
2733742,-,5,E,DSNHFE,E,TU_Ecoli-2794,yfiH,yfiH
2733982,+,1935,E,NHFE,E,TU_Ecoli-2795,bamD,bamD
2735146,+,2249,DSH,DSNHF,DSH,TU_Ecoli-2796,raiA,raiA
2735343,+,752,DSH,DSNHF,DSH,TU_Ecoli-2797,pheL,pheL;pheA
2735436,+,271,D,SNHF,,TU_Ecoli-2798,pheL,pheL;pheA
2735602,+,172,D,DSNHFE,D,TU_Ecoli-2799,pheL,pheL;pheA
2735632,+,26,D,SHFE,,TU_Ecoli-2800,pheA,pheA
2735646,+,7,D,SNHFE,,TU_Ecoli-2801,pheA,pheA
2739568,-,158,DS,DSNHFE,DS,TU_Ecoli-2802,aroF,aroF;tyrA
2739846,+,181,DS,DSNHE,DS,TU_Ecoli-2803,yfiR,yfiR;yfiN;yfiB
2739872,+,12,DS,DSHFE,DS,TU_Ecoli-2804,yfiR,yfiR;yfiN;yfiB
2744009,-,5,DS,E,,TU_Ecoli-2805,rimM,rimM;trmD;rplS
2744094,-,28,DS,H,,TU_Ecoli-2806,rimM,rimM;trmD;rplS
2744190,-,5,DS,DSNHFE,DS,TU_Ecoli-2807,rimM,rimM;trmD;rplS
2744223,-,12,DS,FE,,TU_Ecoli-2808,rpsP,rpsP;rimM;trmD;rplS
2744276,-,63,DS,DSHFE,DS,TU_Ecoli-2809,rpsP,rpsP;rimM;trmD;rplS
2744523,-,7,DS,DSNF,DS,TU_Ecoli-2810,rpsP,rpsP;rimM;trmD;rplS
2744716,-,55,DS,DSNF,DS,TU_Ecoli-2811,rpsP,rpsP;rimM;trmD;rplS
2744733,-,8,DS,NF,,TU_Ecoli-2812,rpsP,rpsP;rimM;trmD;rplS
2744740,-,13,DS,DN,D,TU_Ecoli-2813,rpsP,rpsP;rimM;trmD;rplS
2745816,+,6,DH,DSNHF,DH,TU_Ecoli-2814,ypjD,ypjD;yfjD
2745875,-,212,DH,DSHE,DH,TU_Ecoli-2815,ffh,ffh
2746193,+,7,DH,SNHFE,H,TU_Ecoli-2816,yfjD,yfjD
2748309,+,19,DSH,F,,TU_Ecoli-2817,nadK,nadK
2748769,-,5,DSH,DSHF,DSH,TU_Ecoli-2818,grpE,grpE
2748788,+,31,DSH,DSNHF,DSH,TU_Ecoli-2819,nadK,nadK
2748801,+,15,DSH,DSNHE,DSH,TU_Ecoli-2820,nadK,nadK
2748851,-,5,DSH,DSNHF,DSH,TU_Ecoli-2821,grpE,grpE
2748862,-,5,DSH,DSHF,DSH,TU_Ecoli-2822,grpE,grpE
2749107,-,132,DSH,DSNHFE,DSH,TU_Ecoli-2823,grpE,grpE
2749123,+,13,DSH,DSHF,DSH,TU_Ecoli-2824,recN,recN
2749129,+,91,DSH,DSHF,DSH,TU_Ecoli-2825,recN,recN
2751577,+,151,DE,DSHFE,DE,TU_Ecoli-2826,smpA,smpA
2751627,+,48,DE,FE,E,TU_Ecoli-2827,smpA,smpA
2753615,+,1136821,DSH,DSNHFE,DSH,TU_Ecoli-2828,ssrA,ssrA
2753720,+,2569,DSH,FE,,TU_Ecoli-2829,intA,intA
2753893,+,3669,DSH,NHE,H,TU_Ecoli-2830,intA,intA
2753926,+,6952,DSH,DSNFE,DS,TU_Ecoli-2831,intA,intA
2753937,+,1264,D,SHFE,,TU_Ecoli-2832,intA,intA
2763263,-,22,S,DNHF,,TU_Ecoli-2833,yfjL,yfjL;yfjK
2763334,-,34,S,DSNHE,S,TU_Ecoli-2834,yfjL,yfjL;yfjK
2763486,-,15,S,DSHE,S,TU_Ecoli-2835,yfjL,yfjL;yfjK
2763504,-,117,S,DSNE,S,TU_Ecoli-2836,yfjL,yfjL;yfjK
2763635,-,26,S,DSNHFE,S,TU_Ecoli-2837,yfjL,yfjL;yfjK
2763735,+,212,S,DSNFE,S,TU_Ecoli-2838,rnlA,rnlA
2763745,+,1469,S,DSNHFE,S,TU_Ecoli-2839,rnlA,rnlA
2764236,-,28,DSHE,DSNH,DSH,TU_Ecoli-2840,yfjM,yfjM
2764659,+,75,DSHE,DSNHFE,DSHE,TU_Ecoli-2841,yfjO,yfjO
2764882,+,7831,DSHE,DSHE,DSHE,TU_Ecoli-2842,yfjO,yfjO
2765252,+,21,H,DSNHFE,H,TU_Ecoli-2843,yfjP,yfjP;yfjQ
2771239,-,7,DS,DSE,DS,TU_Ecoli-2844,ypjM_1,ypjM_1
2773291,+,27,D,DSE,D,TU_Ecoli-2845,ypjI,ypjI;yfjX;yfjY;ypjJ;yfjZ;ypjF
2775857,+,19,DS,DSNHE,DS,TU_Ecoli-2846,psaA,psaA
2786949,+,4969,DS,DSNHFE,DS,TU_Ecoli-2847,csiD,csiD;lhgO;gabD;gabT;gabP;csiR
2793540,+,13,D,SF,,TU_Ecoli-2848,csiR,csiR
2793648,+,8,D,SNFE,,TU_Ecoli-2849,csiR,csiR
2793667,+,7,D,DSNHF,D,TU_Ecoli-2850,csiR,csiR
2794835,-,332,DS,DS,DS,TU_Ecoli-2851,ygaU,ygaU
2794923,-,114,DS,DN,D,TU_Ecoli-2852,ygaU,ygaU
2795209,+,5,DS,DSN,DS,TU_Ecoli-2853,ygaV,ygaV;ygaP
2795241,+,9,DS,DSNHFE,DS,TU_Ecoli-2854,ygaP,ygaP
2795250,+,19,DS,DSNHE,DS,TU_Ecoli-2855,ygaP,ygaP
